"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","vor","overallRank","adp","aav","adpDiff","exp","ecrPosition","sdRank","ecrRank","risk"
"Nick Williams","DL","MIA",2541479,1990-02-21,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,2.92,NA,3,NA,NA,NA,NA
"Owamagbe Odighizuwa","DL","NYG",2552275,1992-04-01,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,6.78,NA,1,NA,NA,NA,NA
"Paul Soliai","DL","CAR",2507195,1983-12-30,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,2.4,NA,9,NA,NA,NA,NA
"Quinton Jefferson","DL","SEA",2555358,1993-03-31,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,4.12,NA,0,NA,NA,NA,NA
"Ricardo Mathews","DL","PIT",1037901,1987-07-30,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,1.32,NA,6,NA,NA,NA,NA
"Richard Ash","DL","DAL",2553862,1992-08-04,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,NA,NA,1,NA,NA,NA,NA
"Ricky Jean-Francois","DL","WAS",79583,1986-11-23,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,2.65,NA,7,NA,NA,NA,NA
"Ronald Blair","DL","SF",2555251,1993-01-21,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,3.19,NA,0,NA,NA,NA,NA
"Roy Miller","DL","JAC",79611,1987-07-07,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,5.18,NA,7,NA,NA,NA,NA
"Ryan Carrethers","DL","SD",2543554,1991-02-26,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,9.29,NA,2,NA,NA,NA,NA
"Ryan Davis","DL","DAL",2534761,1989-02-24,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,7.13,NA,4,NA,NA,NA,NA
"Ryan Russell","DL","TB",2552277,1992-01-17,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,3.7,NA,1,NA,NA,NA,NA
"Sealver Siliga","DL","TB",2495486,1990-04-29,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,1.72,NA,5,NA,NA,NA,NA
"Sean Lissemore","DL","SD",1037896,1987-09-11,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,2.45,NA,6,NA,NA,NA,NA
"Shamar Stephen","DL","MIN",2543706,1991-02-25,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,0.64,NA,2,NA,NA,NA,NA
"Shelby Harris","DL","DEN",2549926,1991-08-11,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,NA,NA,2,NA,NA,NA,NA
"Stacy McGee","DL","OAK",2539285,1990-01-17,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,1.59,NA,3,NA,NA,NA,NA
"Stansly Maponga","DL","NYG",2540212,1991-03-05,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,NA,NA,3,NA,NA,NA,NA
"Stephen Paea","DL","CLE",2495210,1988-05-11,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,5.48,NA,5,NA,NA,NA,NA
"Stephen Weatherly","DL","MIN",2555529,1994-03-19,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,5.7,NA,0,NA,NA,NA,NA
"Steve Mclendon","DL","NYJ",2507590,1986-01-03,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,4.37,NA,7,NA,NA,NA,NA
"Steven Means","DL","PHI",2541310,1989-12-05,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,NA,NA,3,NA,NA,NA,NA
"Sylvester Williams","DL","DEN",2539270,1988-11-21,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,5.95,NA,3,NA,NA,NA,NA
"T.Y. McGill","DL","IND",2553911,1992-11-23,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,3.55,NA,1,NA,NA,NA,NA
"Taylor Hart","DL","PHI",2543747,1991-02-22,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,1.68,NA,2,NA,NA,NA,NA
"Tenny Palepoi","DL","SD",2550460,1990-12-19,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,NA,NA,2016,NA,NA,NA,NA
"Terrell McClain","DL","DAL",2495311,1988-07-20,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,4.2,NA,5,NA,NA,NA,NA
"Terrence Fede","DL","MIA",2550160,1991-11-19,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,1.18,NA,2,NA,NA,NA,NA
"Tony Jerod-Eddie","DL","SF",2534866,1990-03-29,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,3.79,NA,4,NA,NA,NA,NA
"Tony McDaniel","DL","SEA",2506816,1985-01-20,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,2.33,NA,10,NA,NA,NA,NA
"Tyrone Holmes","DL","CLE",2556126,1993-09-10,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,4.12,NA,0,NA,NA,NA,NA
"Tyrunn Walker","DL","DET",2535892,1990-03-18,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,3.86,NA,4,NA,NA,NA,NA
"Tyson Alualu","DL","JAC",496760,1987-05-12,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,4.1,NA,6,NA,NA,NA,NA
"Tyson Jackson","DL","ATL",71341,1986-06-06,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,3.88,NA,7,NA,NA,NA,NA
"Vance Walker","DL","DEN",79657,1987-04-26,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,4.14,NA,7,NA,NA,NA,NA
"Vernon Butler","DL","CAR",2555243,1994-06-14,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,4.98,NA,0,NA,NA,NA,NA
"Vince Wilfork","DL","HOU",2505916,1981-11-04,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,8.07,NA,12,NA,NA,NA,NA
"Vincent Valentine","DL","NE",2555517,1994-02-23,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,5.32,NA,0,NA,NA,NA,NA
"Xavier Williams","DL","ARI",2553764,1992-01-18,0,0,0,NA,165,0,13,-50.2055555555556,719,NA,6.07,NA,1,NA,NA,NA,NA
"Pernell McPhee","LB","CHI",2495201,1988-12-17,31.2333333333333,8.8,48.56,27.1985906497622,115,0.999999999999996,5,-50.3055555555556,833,NA,8.77,NA,5,NA,NA,NA,3.52974496918032
"Victor Cruz","WR","NYG",2507855,1986-11-11,41.175,14.04,66.14,27.1032631799199,93,1.22489285714285,8,-50.4972420634921,834,147.075,6.95,686.925,6,NA,NA,NA,6.09864318600819
"Willie Young","LB","CHI",2508063,1985-09-19,30.8166666666667,8.79,47.59,26.7848060163469,116,1.36666666666666,5,-50.7222222222222,835,170,2.635,665,6,NA,NA,NA,3.49259958376184
"Marcedes Lewis","TE","JAC",2495888,1984-05-19,29.5725,19.12,39.468,13.5506667271393,39,0.705833333333334,9,-50.7685833333333,836,160.48,2.42666666666667,675.52,10,41.8,5.3,293,5.45701457617371
"Seth DeValve","TE","CLE",2556365,1993-01-29,29.2783333333333,16.012,39.288,10.8976915241511,40,0.834166666666665,9,-51.06275,837,170,2.21,667,0,42,9,265.8,6.73638876005843
"Alfred Blue","RB","HOU",2543600,1991-04-27,35.0642857142857,16.59,59.672,21.5584347809409,71,1.50571428571429,11,-51.132380952381,838,160.415,2.59,677.585,2,85.7,10,214.5,5.74653596560258
"Bryce Callahan","DB","CHI",2553500,1991-10-23,21.725,4.345,39.105,30.7237896425555,165,1.7625,13,-51.2416666666667,839,NA,3.8,NA,1,NA,NA,NA,2.98131635983938
"Brandon Coleman","WR","NO",2550328,1992-06-22,40.0957142857143,22.918,55.64,18.8326523867024,94,1.46121428571428,8,-51.5765277777778,840,160.445,4.62666666666667,679.555,2,99.7,9.7,268.3,5.25184676170363
"Derrick Kindred","DB","CLE",2555540,1993-12-15,21.225,4.245,38.205,30.0166828613689,166,3.975,13,-51.7416666666667,841,NA,5.07,NA,0,NA,NA,NA,2.88564509796465
"Mike Tolbert","RB","CAR",2507428,1985-11-23,34.35,13.74,50.02,20.4304307345685,72,1.75392857142857,12,-51.8466666666667,842,150.96,2.63,691.04,8,NA,NA,NA,4.98026338097299
"Will Fuller","WR","HOU",2555346,1994-04-16,39.8045,17.565,61.4425,24.3936634395082,95,2.90558333333334,8,-51.8677420634921,843,142.215,11.435,700.785,0,76.7,13.1,202.9,6.19969431098509
"Richard Rodgers","TE","GB",2550313,1992-01-22,28.455,3.603,59.29,23.7546949745378,41,0.289583333333336,9,-51.8860833333333,844,153.126666666667,3.25,690.873333333333,2,53.3,13.1,311,9.58918833515223
"Dee Ford","LB","KC",2543494,1991-03-19,29.65,7.6,48.36,26.4814557756933,117,0.408333333333335,5,-51.8888888888889,845,NA,7.3,NA,2,NA,NA,NA,3.46536787746849
"Jordan Cameron","TE","MIA",2495267,1988-08-07,28.4333333333333,3.16,58.76,36.431625455548,42,1.08244047619047,9,-51.90775,846,163.68,6.385,682.32,5,NA,NA,NA,9.51010599837693
"Joe Thomas","LB","GB",2550262,1991-05-06,29.25,5.85,52.65,41.365746699413,118,0.420833333333334,5,-52.2888888888889,847,170,2.08,677,2,NA,NA,NA,4.80152847502123
"Lamarr Houston","LB","CHI",496794,1987-06-24,29.2333333333333,8.54,44.54,25.342914854715,119,1.12083333333333,5,-52.3055555555556,848,NA,4.08,NA,6,NA,NA,NA,3.36316122717463
"Josh Hill","TE","NO",2541834,1990-05-21,27.8975,20.552,34.52,11.5792408537866,43,1.60785714285714,9,-52.4435833333333,849,160.475,2.21333333333333,688.525,3,42.3,5.1,306.8,5.19573004913336
"Kyle Van Noy","LB","NE",2543699,1991-03-26,28.425,5.685,51.165,40.1990205104552,120,1.7,5,-53.1138888888889,850,NA,4.06,NA,2,NA,NA,NA,4.69679163738431
"Chris Johnson","RB","ARI",262,1985-09-23,32.7671428571429,9.45,55.632,20.4530100574014,73,0.429642857142852,12,-53.4295238095238,851,162.85,6.06,688.15,8,82.1,9,253,5.43467444710251
"Xavier Grimble","TE","PIT",2550521,1992-09-02,26.8042857142857,9.163,41.71,16.4999687074533,44,1.51678571428571,9,-53.5367976190476,852,157.306666666667,1.08,694.693333333333,2,44.3,6.6,311,6.2591464427468
"Jordan Jenkins","LB","NYJ",2555256,1994-07-01,27.8,5.56,50.04,39.315137033972,121,2.425,5,-53.7388888888889,853,NA,2.89,NA,0,NA,NA,NA,4.61744554826543
"Benny Cunningham","RB","LAR",2541544,1990-07-07,32.425,2.36,65.3,31.9002644973361,74,0.424285714285716,12,-53.7716666666667,854,150.95,3.67,703.05,3,NA,NA,NA,6.15646353841415
"James Starks","RB","GB",497206,1986-02-25,32.25,-0.9,65.94,33.0942970917951,75,2.20095238095238,12,-53.9466666666667,855,154.666666666667,4.74,700.333333333333,6,NA,NA,NA,6.27890832311116
"Philip Rivers","QB","SD",2506121,1981-12-08,176.233333333333,52.87,268.25,124.869807755473,23,24.3529583333333,5,-54.0593333333333,856,76.6633333333333,25.005,779.336666666667,12,NA,NA,NA,10.1958171711867
"Ricardo Louis","WR","CLE",2555473,1994-03-23,37.4645,32.24125,42.05,5.12478497109879,96,1.42116666666666,9,-54.2077420634921,857,157.32,1.645,699.68,0,NA,NA,NA,3.34665031617802
"Colin Jones","DB","CAR",2499257,1987-10-27,18.7,3.74,33.66,26.4457936163769,167,2.9875,14,-54.2666666666667,858,NA,0.39,NA,5,NA,NA,NA,2.40250522549727
"Charcandrick West","RB","KC",2550268,1991-06-02,31.7514285714286,5.558,61.802,25.0318217067632,76,3.5772619047619,12,-54.4452380952381,859,155.183333333333,5.19666666666667,703.816666666667,2,83.4,8.9,251.4,5.64392853049653
"Dennis Pitta","TE","BAL",497254,1985-06-29,25.775,-0.9,62.51,36.1372643541262,45,1.639375,9,-54.5660833333333,860,160.44,2.19,699.56,6,NA,NA,NA,9.4566214587278
"Justin Hunter","WR","BUF",2540151,1991-05-20,36.3333333333333,10.9,58.94,27.2432662424232,97,0.769404761904759,9,-55.3389087301587,861,150.97,2.4,710.03,3,NA,NA,NA,6.11617340016146
"Jacob Tamme","TE","ATL",324,1985-03-15,24.8,-0.05,52.1,24.0588445275329,46,1.33580357142857,9,-55.5410833333333,862,160.475,2.95666666666667,701.525,8,NA,NA,NA,7.26200837638077
"Nate Orchard","LB","CLE",2552299,1993-01-05,25.65,0.69,59.49,41.4752034353058,122,0.725000000000001,6,-55.8888888888889,863,NA,4.9,NA,1,NA,NA,NA,4.81135439003365
"Danny Amendola","WR","NE",2649,1985-11-02,35.7533333333333,4.319,68.258,26.1290017668745,98,0.516071428571422,9,-55.9189087301587,864,156.046666666667,4.13,707.953333333333,8,123.2,21,302,7.7017396004622
"Sammie Coates","WR","PIT",2552470,1993-03-31,35.3745238095238,9.037,61.596,24.0967790562215,99,0.298928571428576,9,-56.2977182539682,865,155.676666666667,8.54333333333333,709.323333333333,1,106.4,20.7,265.4,7.52159518070897
"Marquis Flowers","LB","CIN",2549896,1992-02-16,25.1,5.02,45.18,35.4967604155647,123,0.475000000000001,6,-56.4388888888889,866,NA,1.32,NA,2,NA,NA,NA,4.27467044327188
"Marquise Goodwin","WR","BUF",2539964,1990-11-19,35.1,8.16,60.62,26.0160527367239,100,0.0679761904761946,9,-56.5722420634921,867,150.89,5.07,716.11,3,NA,NA,NA,5.96251022178507
"Tajae Sharpe","WR","TEN",2555317,1994-12-23,35.0511904761905,3.318,77.756,31.6335439643031,101,0.232261904761906,9,-56.6210515873016,868,152.84,6.45333333333333,715.16,0,97.6,17.1,251.5,7.35847804804292
"Jaron Brown","WR","ARI",2541966,1990-01-08,35.0128571428571,12.95,61.319,22.4974955522265,102,0.462857142857139,9,-56.6593849206349,869,160.46,1.74666666666667,708.54,3,82.9,18.6,191.5,7.05107163963915
"Rob Ninkovich","LB","NE",2495920,1984-02-01,24.75,4.95,44.55,35.0017856687341,124,0.391666666666666,6,-56.7888888888889,870,NA,16.89,NA,10,NA,NA,NA,4.23023663336531
"Trey Burton","TE","PHI",2550284,1991-10-29,23.47125,5.52,38.78,13.6368035454611,47,0.216249999999999,10,-56.8698333333333,871,160.475,2.69,710.525,2,44.3,7.1,281.3,6.20449065114509
"Luke Willson","TE","SEA",2541199,1990-01-15,23.4571428571429,11.48,36.068,13.0923114998141,48,0.693214285714287,10,-56.8839404761905,872,160.245,1.76666666666667,711.755,3,49.2,8.9,323,6.89467502840927
"Trent Cole","LB","IND",2506482,1982-10-05,24.5,4.9,44.1,34.6482322781408,125,0.391666666666666,6,-57.0388888888889,873,NA,3.77,NA,11,NA,NA,NA,4.19849819771776
"Andre Holmes","WR","OAK",2495453,1988-06-16,34.625,13.85,52.94,21.7434329166303,103,0.547380952380955,9,-57.0472420634921,874,150.95,2.575,723.05,5,NA,NA,NA,5.42752235007366
"Keith McGill","DB","OAK",2543762,1989-03-09,15.8,15.8,15.8,NA,168,0.862500000000001,14,-57.1666666666667,875,NA,3,NA,2,NA,NA,NA,NA
"Cordarrelle Patterson","WR","MIN",2540145,1991-03-17,34.475,12.88,54.7,22.583774595935,104,0.847380952380952,9,-57.1972420634921,876,150.75,4.995,725.25,3,NA,NA,NA,5.53274411691735
"Nick Boyle","TE","BAL",2552402,1993-02-17,23.0528571428571,0.21,44.772,17.3905267432635,49,0.670357142857142,10,-57.2882261904762,877,160.49,1.655,716.51,1,42.6,11.7,274.5,8.43572922643218
"Lorenzo Mauldin","LB","NYJ",2552297,1992-10-01,24.2166666666667,5.43,41.83,22.8913921230958,126,0.491666666666667,6,-57.3222222222222,878,NA,6.53,NA,1,NA,NA,NA,3.14308839368988
"William Jackson","DB","CIN",2556367,1993-01-01,15.625,3.125,28.125,22.0970869120796,169,1.5125,14,-57.3416666666667,879,NA,4.61,NA,0,NA,NA,NA,1.81412696496769
"Arthur Moats","LB","PIT",496825,1988-03-14,24,4.8,43.2,33.9411254969543,127,0.774999999999999,6,-57.5388888888889,880,NA,5.12,NA,6,NA,NA,NA,4.13502132642266
"Aaron Ripkowski","RB","GB",2552477,1992-12-20,28.3466666666667,8.88,53.744,22.5708592855675,77,0.545833333333331,12,-57.85,881,160.43,0.5,720.57,1,NA,NA,NA,5.19975848881396
"Darren Fells","TE","ARI",2540928,1986-04-22,22.475,4.12,39.96,17.7126190892256,50,0.2925,10,-57.8660833333333,882,150.98,2.99,731.02,4,NA,NA,NA,6.10891802429943
"Paul Richardson","WR","SEA",2543491,1992-04-13,33.6802380952381,8.036,61.252,24.988016182184,105,0.157238095238093,9,-57.992003968254,883,160.185,2.31666666666667,722.815,2,78.7,12.7,213.7,6.16635269059323
"A.J. Derby","TE","DEN",2552580,1991-09-20,22.29,3.84,39.808,16.4988757192725,51,0.690000000000001,10,-58.0510833333333,884,160.475,2.03333333333333,723.525,1,37.4,7.4,248.2,6.58778077869285
"Ray-Ray Armstrong","LB","SF",2541792,1989-05-06,23.45,4.69,42.21,33.1633080376491,128,0.499999999999996,6,-58.0888888888889,885,170,2.445,715,3,NA,NA,NA,4.06519676799805
"Brian Quick","WR","LAR",2532933,1989-06-05,33.575,10.36,57.56,25.5021935331061,106,0.356166666666667,9,-58.0972420634921,886,NA,5.47,NA,4,NA,NA,NA,5.89816833009372
"Kenyan Drake","RB","MIA",2555230,1994-01-26,28.0016666666667,20.166,36.09,9.3338906083631,78,0.86095238095238,13,-58.195,887,160.395,4.38333333333333,726.605,0,78.8,8.6,239.5,4.76248381682355
"Jaelen Strong","WR","HOU",2552463,1994-01-25,33.471,12.12,53.4636,21.0175878333679,107,0.663499999999999,9,-58.2012420634921,888,160.47,3.1,727.53,1,99.8,14.2,248.8,6.18234787185546
"Mychal Rivera","TE","OAK",2539995,1990-09-08,22.075,8.83,33.88,13.9605470881338,52,1.6625,10,-58.2660833333333,889,150.95,3.11,738.05,3,NA,NA,NA,5.42717766275193
"Erik Walden","LB","IND",2507488,1985-08-21,23,4.6,41.4,32.5269119345812,129,0.5,6,-58.5388888888889,890,NA,5.04,NA,8,NA,NA,NA,4.00806758383245
"Matt Asiata","RB","MIN",2495258,1987-07-24,27.6,2.2,67.08,38.2067402430514,79,1.305,13,-58.5966666666667,891,150.86,2.015,740.14,5,NA,NA,NA,6.80317541919901
"Joe Schobert","LB","CLE",2555166,1993-11-06,22.9,4.58,41.22,32.3854905783439,130,0.912500000000001,6,-58.6388888888889,892,NA,3.98,NA,0,NA,NA,NA,3.99537220957343
"Charles Johnson","WR","MIN",2541147,1989-02-27,32.9666666666667,9.89,50.23,23.3652638665938,108,0.555000000000007,9,-58.7055753968254,893,150.91,4.625,742.09,3,NA,NA,NA,5.63059679262439
"Ron Brooks","DB","PHI",2533332,1988-10-16,14.25,2.85,25.65,20.1525432638166,170,0.925000000000001,15,-58.7166666666667,894,NA,5.59,NA,4,NA,NA,NA,1.55103099481219
"Maurice Canady","DB","BAL",2555178,1994-05-26,13.975,2.795,25.155,19.763634534164,171,1.75,15,-58.9916666666667,895,NA,3.19,NA,0,NA,NA,NA,1.49841180078109
"Chester Rogers","WR","IND",2556396,1994-01-12,32.6483333333333,14.574,46.454,16.7963680763299,109,1.89283333333334,9,-59.0239087301587,896,157.32,1.93,738.68,0,109.4,24.1,250.4,7.66423362057052
"Larry Donnell","TE","NYG",2537933,1988-11-01,21.125,4.4,36.84,16.1048711575101,53,1.5,10,-59.2160833333333,897,150.97,4.065,746.03,4,NA,NA,NA,5.8167949904328
"Nick Kwiatkoski","LB","CHI",2555288,1993-05-26,22.1,4.42,39.78,31.2541197284454,131,0.662500000000001,6,-59.4388888888889,898,NA,4.09,NA,0,NA,NA,NA,3.89380921550127
"Vincent Jackson","WR","TB",2506400,1983-01-14,32.175,0,70.58,38.9922027461902,110,3.1195,9,-59.4972420634921,899,150.636666666667,8.45,748.363333333333,11,NA,NA,NA,7.58729388353857
"Orleans Darkwa","RB","NYG",2550481,1992-02-28,26.6814285714286,12.46,39.863,16.0804543544297,80,1.19380952380952,13,-59.5152380952381,900,160.475,2.21,739.525,2,82.3,22.6,216.9,8.68095790297681
"Dominique Alexander","LB","CLE",2556843,1995-04-20,21.875,4.375,39.375,30.9359216769115,132,1.25,6,-59.6638888888889,901,NA,2.56,NA,0,NA,NA,NA,3.86524462341847
"Cameron Artis-Payne","RB","CAR",2552375,1990-06-23,25.9085714285714,1.141,49.942,22.1254955899759,81,1.51723809523809,13,-60.2880952380952,902,164.696666666667,2.91666666666667,737.303333333333,1,95.3,16.4,266.9,7.40877842763631
"Kevon Seymour","DB","BUF",2555549,1993-11-30,12.675,2.535,22.815,17.925156903079,172,1.2625,15,-60.2916666666667,903,NA,4.62,NA,0,NA,NA,NA,1.24966651990679
"Bruce Carter","LB","NYJ",2495136,1988-02-19,21,4.2,37.8,29.698484809835,133,1.025,6,-60.5388888888889,904,NA,3.33,NA,5,NA,NA,NA,3.75416009865205
"Crockett Gillmore","TE","BAL",2543794,1991-11-16,19.7,0,42.5,22.5436243758629,54,0.178750000000001,10,-60.6410833333333,905,160.47,3.12,744.53,2,NA,NA,NA,6.9866973658983
"Dion Sims","TE","MIA",2540200,1991-02-18,19.55,5.16,37.22,18.0574776754673,55,0.537321428571428,10,-60.7910833333333,906,150.96,2.565,755.04,3,NA,NA,NA,6.17157780726701
"Maxx Williams","TE","BAL",2552468,1994-04-12,19.4925,0.8,32.04,12.4310003117207,56,1.37107142857143,10,-60.8485833333333,907,160.465,3.59666666666667,746.535,1,40.6,11.3,248.4,7.82079678393362
"Kyle Juszczyk","RB","BAL",2540230,1991-04-23,25.0666666666667,7.52,38.64,17.851486088154,82,1.48723809523809,13,-61.13,908,150.9,2,757.1,3,NA,NA,NA,4.71579964401881
"Josh Robinson","DB","TB",2533542,1991-01-08,11.775,2.355,21.195,16.6523646969432,173,6.25,16,-61.1916666666667,909,NA,1.63,NA,4,NA,NA,NA,1.07745824853228
"Michael Morgan","LB","SEA",2530790,1988-01-16,20.25,4.05,36.45,28.6378246380552,134,0.774999999999999,6,-61.2888888888889,910,NA,6.17,NA,5,NA,NA,NA,3.65894479170939
"Demetrius Harris","TE","KC",2541187,1991-07-29,18.5328571428571,11.893,25.684,9.56215264808642,57,1.14857142857143,11,-61.8082261904762,911,160.475,1.59,750.525,3,NA,NA,NA,4.62800242973034
"Antonio Morrison","LB","IND",2555160,1994-12-06,19.7,3.94,35.46,27.86000717875,135,1.0125,6,-61.8388888888889,912,170,2.255,742,0,NA,NA,NA,3.58912023328478
"Leon McFadden","DB","DAL",2539300,1990-10-26,11.05,2.21,19.89,15.6270598642227,174,11.05,16,-61.9166666666667,913,NA,NA,NA,3,NA,NA,NA,0.938734918813926
"Bud Dupree","LB","PIT",2552289,1993-02-12,19.25,3.85,34.65,27.2236110756821,136,1.4375,6,-62.2888888888889,914,170,3.785,744,1,NA,NA,NA,3.53199104911919
"Jalin Marshall","WR","NYJ",2556606,1995-07-21,29.336,10.115,45.325,17.4133909391594,111,1.08933333333333,10,-62.3362420634921,915,150.96,3.2,764.04,0,NA,NA,NA,4.88534447338689
"Dwayne Washington","RB","DET",2556118,1994-04-24,23.716,4.275,49.215,22.3301684722709,83,0.444571428571429,13,-62.4806666666667,916,160.465,2.25,755.535,0,85.9,14.9,244.2,7.03649918967809
"Ed Dickson","TE","CAR",497224,1987-07-25,17.71,7.357,26.791,11.3846638698106,58,1.17871428571429,11,-62.6310833333333,917,160.47,1.31666666666667,756.53,6,NA,NA,NA,4.95914731683833
"Andre Ellington","RB","ARI",2539217,1989-02-03,23.4428571428571,6.3,44.496,16.1397103127532,84,0.542857142857141,13,-62.7538095238095,918,162.375,2.5475,755.625,3,85.3,8.3,268.8,5.03488822532266
"Andrew Hawkins","WR","CLE",2508097,1986-03-10,28.775,-0.9,61.06,31.1002713010675,112,1.39083333333334,10,-62.8972420634921,919,150.97,8.36,768.03,5,NA,NA,NA,6.59912086901887
"Branden Oliver","RB","SD",2550658,1991-05-07,23.1,4.62,41.58,23.1,85,2.1,13,-63.0966666666667,920,150.88,3.875,769.12,2,NA,NA,NA,5.25402042534213
"Brent Celek","TE","PHI",2507218,1985-01-25,17.0585714285714,6.93,32.932,12.5210250933282,59,1.1282380952381,11,-63.2825119047619,921,160.435,2.37,760.565,9,NA,NA,NA,5.16562078300423
"Neville Hewitt","LB","MIA",2553657,1993-04-06,18.125,3.625,32.625,25.6326208180123,137,0.75,6,-63.4138888888889,922,NA,2.68,NA,1,NA,NA,NA,3.38916808870521
"Rex Burkhead","RB","CIN",2539265,1990-07-02,22.7,2.28,44.64,21.2763953713969,86,3.57,13,-63.4966666666667,923,105.065,2.795,817.935,3,NA,NA,NA,5.06701474630291
"Brice Butler","WR","DAL",2541388,1990-01-29,27.7183333333333,9.618,41.3565,15.0294275625236,113,0.90547619047619,10,-63.9539087301587,924,160.39,1.68,763.61,3,NA,NA,NA,4.58684108511294
"Aaron Lynch","LB","SF",2543650,1993-03-08,17.5,3.5,31.5,24.7487373415292,138,0.324999999999999,6,-64.0388888888889,925,NA,7.42,NA,2,NA,NA,NA,3.30982199958633
"Paul Kruger","LB","NO",80656,1986-02-15,17.25,3.45,31.05,24.3951839509359,139,0.149999999999999,6,-64.2888888888889,926,NA,10.11,NA,7,NA,NA,NA,3.27808356393878
"Stephen Anderson","TE","HOU",2556463,1993-01-30,16.004,7.51,25.85,10.120042687657,60,0.273523809523811,11,-64.3370833333333,927,170,2.305,757,0,NA,NA,NA,4.7293693963477
"Damien Wilson","LB","DAL",2552686,1993-05-28,17.1,3.42,30.78,24.1830519165799,140,0.550000000000004,6,-64.4388888888889,928,NA,3.32,NA,1,NA,NA,NA,3.25904050255025
"Elandon Roberts","LB","NE",2556119,1994-04-22,17.1,3.42,30.78,24.1830519165799,141,1.15,6,-64.4388888888889,928,NA,3.18,NA,0,NA,NA,NA,3.25904050255025
"MarQueis Gray","TE","MIA",2540259,1990-11-07,15.8566666666667,2.814,30.04,12.2422909983748,61,0.292023809523808,11,-64.4844166666667,930,160.495,3.75,769.505,3,NA,NA,NA,5.11497562411233
"Russell Shepard","WR","TB",2541944,1990-11-17,27.05,1.84,53.38,25.4246435569901,114,0.499642857142856,10,-64.6222420634921,931,150.95,1.88,780.05,3,NA,NA,NA,5.88845805901403
"Levine Toilolo","TE","ATL",2540203,1991-07-30,15.6042857142857,5.082,23.845,8.86534481988773,62,0.629285714285714,11,-64.7367976190476,932,160.465,0.826666666666667,771.535,3,NA,NA,NA,4.50139451266823
"Anthony Fasano","TE","TEN",2495835,1984-04-20,15.525,1.24,30.26,14.2731172138395,63,1.6,11,-64.8160833333333,933,150.96,2.5,782.04,10,NA,NA,NA,5.48397072814234
"Justin Hardy","WR","ATL",2552418,1991-12-18,26.5757142857143,8.82,40.73,14.5265981241729,115,0.586714285714287,10,-65.0965277777778,934,160.4,2.95,773.6,1,NA,NA,NA,4.52388026426201
"Rod Streater","WR","SF",2535869,1988-02-09,26.525,10.61,38.78,15.8652726103272,116,1.4735,10,-65.1472420634921,935,NA,4.28,NA,4,NA,NA,NA,4.69149981489321
"Alex Okafor","LB","ARI",2539319,1991-02-08,16,3.2,28.8,22.6274169979695,142,0.1875,7,-65.5388888888889,936,NA,7.69,NA,3,NA,NA,NA,3.11939138570103
"Justin Durant","LB","DAL",2495597,1985-11-21,15.9,3.18,28.62,22.4859956417322,143,0.387500000000001,7,-65.6388888888889,937,NA,5.22,NA,9,NA,NA,NA,3.10669601144201
"Christian Jones","LB","CHI",2550572,1991-02-18,15.725,3.145,28.305,22.2385082683169,144,0.5,7,-65.8138888888889,938,NA,8.78,NA,2,NA,NA,NA,3.08447910648872
"Gavin Escobar","TE","DAL",2540211,1991-02-03,14.425,1.52,27.86,13.0012259037369,64,1.88892857142857,12,-65.9160833333333,939,150.92,2.08,788.08,3,NA,NA,NA,5.25287184695187
